,ID,reg1,reg2,reg3,reg4,home,chld,hinc,genf,wrat,avhv,incm,inca,plow,npro,tgif,lgif,rgif,tdon,tlag,agif,donr
3625,7229,0,1,0,0,1,0,4,1,7,270,63,73,3,14,37,6,6,13,6,3.66,1.0
296,1139,0,1,0,0,0,3,3,1,9,69,16,25,50,72,129,112,35,15,3,24.07,0.0
2652,5313,1,0,0,0,1,0,7,1,4,151,48,48,9,38,82,5,5,16,3,4.75,1.0
236,913,0,1,0,0,1,2,4,0,8,142,46,46,17,75,79,10,5,19,5,11.49,1.0
2073,4119,1,0,0,0,0,2,5,1,8,137,33,36,15,11,42,4,3,38,4,5.04,0.0
658,1364,0,1,0,0,1,2,6,1,8,166,39,51,16,17,41,12,9,14,7,6.96,0.0
1896,3736,1,0,0,0,1,1,5,1,8,143,33,49,9,85,122,5,5,15,3,3.87,0.0
428,1699,1,0,0,0,0,0,4,1,6,193,43,50,7,89,202,13,10,13,7,7.48,1.0
79,295,0,1,0,0,1,2,6,1,7,121,31,35,29,43,59,5,8,15,7,5.76,0.0
2221,4424,1,0,0,0,1,3,4,1,3,256,52,76,5,53,88,15,13,15,3,15.71,0.0
1695,6705,0,0,0,1,1,4,1,1,9,175,51,51,16,52,84,6,7,8,4,6.08,0.0
2379,4743,1,0,0,0,1,0,2,1,8,246,61,61,1,40,61,46,17,14,3,21.87,1.0
1447,2838,1,0,0,0,1,3,4,0,9,203,41,48,15,64,131,22,7,20,15,5.09,0.0
342,713,0,0,1,0,0,3,2,1,9,100,26,36,7,76,125,30,26,22,3,17.84,0.0
3604,7177,0,0,0,1,1,0,4,0,8,111,49,49,10,73,107,42,27,22,4,23.05,1.0
2527,5037,0,0,0,0,1,4,2,1,8,171,31,48,26,74,104,13,8,16,5,5.62,0.0
727,1496,0,0,0,1,1,4,5,0,5,75,26,28,30,20,43,31,16,18,5,18.34,0.0
1739,6911,0,0,1,0,1,1,4,1,9,310,77,77,2,22,56,21,20,17,3,15.39,0.0
976,1933,0,1,0,0,0,0,4,0,8,138,40,51,15,40,68,7,13,20,7,7.44,1.0
3614,7201,0,0,1,0,1,3,4,1,8,183,40,43,12,105,177,6,4,21,6,5.58,0.0
178,705,0,1,0,0,1,2,4,1,6,162,38,43,11,45,68,14,9,22,8,8.66,1.0
1928,3804,0,0,1,0,1,2,5,0,4,166,51,51,13,72,121,14,10,10,7,9.9,0.0
3694,7398,0,0,0,0,1,0,4,1,9,165,27,67,19,97,164,18,16,19,6,13.45,1.0
1778,7079,0,0,0,1,1,4,3,0,8,120,43,43,4,28,55,13,9,15,5,8.27,0.0
1299,2556,0,0,0,0,1,0,4,1,5,184,40,50,6,46,95,17,15,14,11,10.12,1.0
190,752,0,1,0,0,1,2,4,0,5,213,22,78,16,24,47,27,23,22,16,13.03,0.0
1525,6055,0,0,1,0,0,3,6,0,3,184,30,48,9,55,73,11,7,12,7,5.57,0.0
660,1369,1,0,0,0,1,3,3,0,8,179,38,78,9,42,61,20,18,12,4,11.53,0.0
1790,3516,0,0,1,0,1,1,4,1,0,215,21,55,9,52,78,21,13,22,3,20.06,0.0
3390,6765,0,1,0,0,1,4,7,1,6,107,18,32,34,98,245,80,62,18,6,25.29,0.0
1951,7785,0,1,0,0,1,0,5,1,8,210,45,75,11,84,95,19,23,13,4,14.55,1.0
493,1031,0,0,0,1,1,2,6,1,0,145,39,39,14,69,134,5,4,14,9,6.97,0.0
3112,6210,0,1,0,0,1,3,5,1,9,227,63,63,1,23,58,37,19,24,4,17.85,0.0
229,888,1,0,0,0,1,2,4,1,6,184,65,65,10,36,135,135,43,22,7,24.37,1.0
1006,3960,0,1,0,0,1,3,4,1,9,226,57,70,2,59,87,9,7,16,9,6.12,1.0
3826,7675,0,0,1,0,1,2,4,1,5,204,45,59,2,11,44,14,28,28,7,13.75,0.0
1539,6119,0,0,0,1,0,3,5,1,4,87,15,18,27,18,54,9,8,21,3,6.95,0.0
1085,2135,0,0,1,0,1,2,3,1,3,234,70,83,0,17,49,38,13,23,18,14.85,0.0
1679,6623,1,0,0,0,1,2,1,0,5,143,47,47,10,63,81,71,30,12,3,12.43,0.0
694,1430,1,0,0,0,1,0,5,1,8,230,96,96,6,59,82,37,20,17,4,21.12,1.0
1278,2515,0,0,0,1,1,2,6,1,6,104,31,35,28,48,87,18,19,20,4,11.31,0.0
246,950,1,0,0,0,1,0,4,1,5,106,12,31,38,49,82,14,19,22,4,15.65,1.0
1621,3185,0,0,0,0,1,4,4,0,9,305,169,169,0,33,251,251,65,16,4,25.63,1.0
2561,5114,0,0,0,0,1,3,7,1,9,275,86,86,0,68,117,17,18,22,6,10.69,0.0
205,809,0,0,0,1,1,3,7,1,9,196,40,75,5,69,86,10,10,26,7,4.96,0.0
24,69,0,1,0,0,1,0,5,1,9,109,27,30,21,112,299,5,5,16,7,5.25,1.0
67,153,0,1,0,0,1,5,4,0,6,146,68,68,3,36,58,19,18,17,4,7.76,0.0
98,374,1,0,0,0,1,0,6,0,9,232,26,48,20,38,100,23,21,18,6,7.58,1.0
854,3392,0,1,0,0,1,4,4,1,5,225,63,65,1,46,64,13,6,16,6,7.27,1.0
2269,4521,0,0,0,1,0,2,4,1,8,126,25,38,41,66,128,28,20,19,6,12.69,0.0
235,910,0,1,0,0,1,3,4,0,8,147,27,52,17,66,77,6,7,22,7,4.78,1.0
742,2929,0,0,1,0,1,0,4,1,7,370,66,119,0,39,76,21,9,18,11,13.94,1.0
820,1648,0,0,0,0,1,2,2,1,4,227,59,59,5,75,175,5,7,17,5,3.89,0.0
1226,2421,1,0,0,0,1,0,5,1,9,124,23,32,35,78,113,13,7,16,4,9.28,1.0
1677,3304,0,0,1,0,1,1,4,1,8,170,33,40,20,45,74,13,7,22,4,8.01,1.0
1028,4066,1,0,0,0,1,2,4,1,8,142,45,45,3,55,75,15,11,16,7,16.26,1.0
2867,5734,0,1,0,0,1,0,5,1,4,360,74,89,1,58,112,9,9,11,5,7.34,0.0
393,1532,0,0,0,0,1,2,2,0,3,70,7,29,69,62,76,35,27,15,5,21.46,0.0
2367,4725,0,0,0,0,1,0,4,1,9,127,51,51,8,58,114,8,8,19,3,6.57,1.0
41,139,0,0,0,1,1,5,4,1,4,132,18,27,37,14,54,54,34,23,4,30.3,0.0
3921,7883,0,1,0,0,1,0,4,1,8,71,13,16,61,49,66,12,5,11,3,10.28,1.0
2512,5007,0,1,0,0,1,1,4,1,8,233,44,63,13,92,172,6,4,19,9,4.67,1.0
2723,5445,1,0,0,0,1,0,4,1,9,118,22,38,20,54,76,14,15,20,5,10.75,1.0
1360,5375,0,0,0,0,1,0,5,1,7,204,39,72,7,127,166,11,12,13,4,8.04,1.0
1121,4435,0,1,0,0,1,2,3,1,9,211,52,71,3,54,66,16,4,20,4,12.06,1.0
636,2544,0,0,0,1,1,3,4,1,8,249,46,61,3,64,61,11,7,13,3,6.53,1.0
1143,2274,1,0,0,0,1,3,4,1,9,253,37,52,10,102,251,21,13,20,4,12.24,0.0
397,824,0,1,0,0,1,2,3,1,9,199,57,61,4,98,186,30,17,20,6,21.21,1.0
786,1589,0,0,1,0,1,2,4,1,5,180,29,61,27,32,59,52,38,24,6,15.91,0.0
1156,4577,0,0,0,1,1,2,4,0,9,200,49,64,1,49,96,30,28,21,4,15.3,1.0
3907,7855,0,0,1,0,1,0,4,0,8,173,35,45,15,32,54,11,4,13,3,10.89,1.0
1398,2737,1,0,0,0,1,0,5,0,8,147,23,43,19,65,117,46,36,20,13,22.69,1.0
1659,3264,0,1,0,0,1,0,7,0,8,215,65,66,1,22,75,75,30,24,5,14.79,1.0
1753,6955,1,0,0,0,1,2,2,1,9,215,32,55,13,88,200,24,19,14,6,22.92,1.0
2220,4423,1,0,0,0,1,0,5,1,8,204,37,53,10,51,85,5,4,16,5,4.0,1.0
979,1938,0,1,0,0,1,0,4,0,5,257,50,97,6,53,108,12,11,8,6,9.18,1.0
2331,4664,0,1,0,0,1,2,4,0,9,184,43,65,3,24,39,14,12,17,3,11.36,1.0
1298,2555,0,0,0,0,1,2,4,0,8,155,25,47,16,54,71,23,20,33,3,12.35,0.0
1436,5637,0,1,0,0,1,0,4,0,4,160,27,36,16,33,49,27,19,26,6,15.42,1.0
82,189,0,0,0,0,0,2,2,0,4,111,20,41,32,24,53,12,10,15,4,12.76,0.0
3100,6174,0,1,0,0,1,2,3,1,8,190,56,56,11,61,93,21,13,12,5,12.61,1.0
3481,6950,0,0,0,0,1,0,6,0,8,148,29,50,21,40,85,24,19,17,3,11.27,1.0
705,2815,0,1,0,0,1,0,5,1,5,86,19,28,36,99,198,17,14,13,18,12.39,1.0
1244,4879,0,0,0,1,0,2,4,1,5,129,40,40,11,56,116,18,10,18,17,12.1,0.0
738,2909,1,0,0,0,1,0,4,1,7,246,62,88,3,110,374,7,6,19,4,4.63,1.0
1531,6077,0,1,0,0,1,3,4,0,8,134,41,43,9,61,93,8,8,14,3,9.38,1.0
2903,5804,0,0,0,0,1,0,1,1,8,158,44,67,15,89,173,15,17,15,5,10.87,0.0
423,881,0,0,1,0,1,2,6,0,9,330,73,76,1,95,146,5,6,23,12,7.12,0.0
1206,4760,1,0,0,0,1,2,4,1,8,125,35,39,18,82,111,11,9,17,6,10.58,1.0
1904,3763,0,0,0,0,1,2,2,1,6,135,43,43,5,62,92,7,4,18,10,7.05,0.0
1456,5724,0,0,0,0,1,1,4,1,3,94,23,23,28,53,83,10,13,39,13,9.18,0.0
1530,3005,0,0,1,0,1,0,4,1,9,221,41,61,4,26,56,6,5,14,8,6.87,1.0
268,1040,0,0,1,0,1,0,5,1,8,101,16,35,45,27,67,12,5,21,6,6.68,1.0
1565,3066,0,0,0,0,1,2,4,0,8,178,54,77,8,10,59,59,38,20,8,15.86,0.0
453,1811,1,0,0,0,1,5,5,1,9,179,24,39,12,48,56,28,22,14,5,14.17,0.0
2749,5506,0,0,0,1,1,0,2,1,7,343,160,160,0,61,158,158,50,20,3,25.78,1.0
839,1676,0,0,1,0,1,2,4,1,9,208,80,80,9,87,118,7,8,25,9,5.55,0.0
500,1047,0,0,1,0,1,2,2,1,8,161,23,41,34,30,85,15,24,21,3,7.92,0.0
46,162,0,0,0,0,1,0,4,0,4,136,55,55,1,61,112,95,45,15,7,25.48,1.0
141,311,1,0,0,0,1,2,4,1,3,80,29,32,31,13,43,20,28,22,18,19.39,0.0
966,3809,0,1,0,0,1,0,2,1,9,73,35,36,7,89,98,17,20,17,5,8.34,1.0
2605,5206,0,1,0,0,1,1,4,1,8,251,35,82,9,90,141,11,18,22,3,8.29,1.0
3505,6997,0,1,0,0,1,2,4,0,8,166,38,42,9,89,107,26,18,23,3,20.46,1.0
1377,2704,0,1,0,0,1,0,2,0,6,129,23,47,13,27,63,63,21,23,7,30.11,1.0
925,3663,0,0,1,0,1,0,3,1,8,167,59,64,0,66,110,7,4,22,7,8.71,1.0
1900,7589,0,1,0,0,1,5,4,0,7,133,18,43,24,63,71,23,26,19,6,10.92,0.0
2266,4514,0,1,0,0,1,2,4,0,8,175,40,74,17,48,70,6,6,16,3,7.75,1.0
192,758,0,1,0,0,1,3,7,1,0,169,55,60,2,39,92,7,7,31,5,7.32,0.0
1138,2263,0,0,0,1,1,2,2,1,7,123,31,38,22,15,41,17,20,18,7,14.38,0.0
2257,4489,0,1,0,0,1,2,4,0,9,179,39,52,7,13,45,18,14,18,4,9.88,1.0
1462,5763,0,1,0,0,1,2,5,0,8,235,69,73,4,77,114,15,11,16,5,10.56,1.0
1787,3512,0,0,1,0,0,2,1,0,3,250,54,62,4,26,31,20,13,24,11,10.76,0.0
3634,7243,1,0,0,0,1,2,4,1,8,190,55,55,6,105,153,39,44,19,3,13.26,1.0
550,1147,0,1,0,0,1,2,2,1,0,179,26,46,18,17,35,16,6,22,4,10.16,0.0
459,967,0,1,0,0,1,2,1,0,7,158,32,44,10,35,57,4,7,14,5,4.9,0.0
2019,4004,0,1,0,0,1,0,6,1,7,168,37,39,18,81,132,17,24,20,5,18.84,1.0
948,1876,0,0,0,0,1,3,5,0,9,219,72,72,8,39,53,14,16,18,8,7.01,0.0
3218,6413,1,0,0,0,1,0,3,1,2,221,33,62,9,36,74,15,17,17,4,7.57,1.0
1197,4713,0,1,0,0,1,0,4,1,8,131,32,33,21,53,97,5,4,14,4,3.53,1.0
532,1110,1,0,0,0,1,1,2,1,2,232,53,69,4,77,94,10,7,20,6,8.13,0.0
3842,7705,0,0,0,0,1,2,4,1,1,260,73,75,0,41,58,9,8,17,7,5.23,0.0
1829,3602,0,0,0,0,1,3,4,1,9,228,57,57,12,45,118,32,23,22,3,16.49,0.0
126,477,0,1,0,0,1,0,6,1,8,199,36,92,13,60,107,10,6,19,9,6.25,1.0
1416,5553,1,0,0,0,1,0,7,1,8,181,43,70,8,78,102,13,12,15,7,11.71,1.0
791,3158,0,0,0,1,1,0,4,1,0,209,68,71,5,40,63,10,19,21,5,10.78,1.0
3914,7868,0,1,0,0,1,0,2,1,9,146,43,43,5,49,58,9,4,16,6,8.64,1.0
1602,3141,1,0,0,0,1,5,5,0,4,113,28,42,24,65,76,18,36,16,3,11.14,0.0
2238,4454,0,1,0,0,0,1,3,1,8,180,36,39,37,54,101,6,6,21,5,3.98,0.0
639,1326,1,0,0,0,1,0,2,1,9,163,45,58,5,28,46,6,5,15,7,4.41,1.0
1910,7633,0,0,0,1,1,4,2,1,3,138,19,28,27,51,60,60,33,13,3,23.2,0.0
967,1922,0,1,0,0,1,1,4,1,8,101,25,33,21,99,284,13,8,14,11,11.64,1.0
1083,4276,0,0,1,0,1,0,4,1,0,175,27,70,5,80,137,53,42,22,5,17.0,1.0
3711,7431,0,1,0,0,0,0,4,1,2,161,49,49,14,71,143,23,18,13,4,14.07,1.0
1683,3311,0,0,0,0,1,2,5,1,8,314,62,62,5,15,33,29,25,13,8,8.9,0.0
2248,4474,0,1,0,0,1,2,4,0,9,244,40,58,7,48,76,9,13,20,7,12.46,1.0
143,541,0,0,1,0,0,0,4,1,7,197,36,62,9,67,71,5,3,21,16,4.97,0.0
1376,5423,1,0,0,0,1,1,5,1,8,316,75,79,2,47,63,13,7,17,5,13.45,1.0
3319,6611,0,1,0,0,1,0,7,0,4,168,68,68,1,67,80,12,11,18,5,7.59,0.0
155,337,0,0,0,0,1,0,2,0,8,158,26,41,20,74,183,6,9,16,7,6.37,1.0
2295,4582,1,0,0,0,1,0,5,0,9,326,81,84,1,85,93,24,26,14,5,15.64,1.0
3523,7025,0,1,0,0,0,2,5,1,3,176,26,53,10,20,46,28,16,15,3,14.92,0.0
35,121,1,0,0,0,1,0,5,1,9,208,64,64,1,45,66,4,3,19,7,3.9,1.0
1089,2143,0,1,0,0,1,2,2,1,9,372,122,122,0,58,71,12,13,21,13,5.17,0.0
1837,7332,0,0,0,0,1,0,3,1,5,218,43,80,4,76,174,26,27,16,3,23.49,1.0
2319,4639,0,0,0,0,1,0,4,0,8,180,32,52,11,43,88,53,47,17,4,17.34,1.0
2940,5857,0,1,0,0,1,3,4,1,9,160,36,43,6,98,182,19,12,14,5,12.93,1.0
1088,4298,0,0,1,0,1,2,2,0,4,109,31,34,17,41,62,21,9,16,6,16.24,0.0
288,616,0,0,0,1,1,0,4,1,8,184,37,48,8,48,49,6,3,22,4,6.69,1.0
930,1840,0,0,0,0,1,4,4,1,8,185,30,42,11,93,321,12,8,22,6,13.53,0.0
2909,5811,0,0,0,0,1,5,7,0,9,77,19,24,40,78,104,5,3,13,6,7.13,0.0
3585,7140,0,0,0,1,0,2,1,1,9,110,36,36,17,29,51,5,4,24,6,4.55,0.0
673,2673,1,0,0,0,1,2,4,0,8,128,35,37,19,75,80,35,19,19,4,15.51,1.0
2884,5764,0,0,1,0,0,2,5,1,9,198,45,49,9,12,30,7,6,21,5,3.14,0.0
3377,6743,0,1,0,0,1,0,4,0,9,431,72,121,0,109,259,14,10,6,4,8.0,1.0
3220,6417,0,1,0,0,1,3,7,0,9,154,44,44,8,84,86,82,36,23,5,25.55,0.0
1461,5750,0,0,1,0,1,3,1,0,4,190,53,53,20,111,181,5,4,18,5,2.99,0.0
3000,5969,0,0,0,1,1,2,2,0,9,156,68,68,5,42,79,23,18,36,3,19.34,0.0
534,2136,1,0,0,0,1,1,4,0,7,74,19,22,45,52,66,6,4,22,6,6.13,1.0
714,2835,0,1,0,0,1,2,4,1,9,243,56,77,4,37,48,10,7,15,6,4.26,1.0
1931,7697,0,0,0,0,1,2,1,1,4,246,50,55,6,23,54,12,12,20,3,10.34,0.0
942,1867,0,1,0,0,1,5,4,1,8,143,44,52,19,58,81,25,13,30,7,14.31,0.0
2354,4709,0,0,0,0,1,3,4,0,9,167,52,52,6,84,95,6,6,23,8,5.54,0.0
781,3090,0,0,1,0,1,0,4,0,8,310,56,77,4,125,196,5,6,14,4,4.64,1.0
1606,6331,0,0,0,1,1,2,3,1,8,148,18,40,32,16,56,6,7,18,5,5.5,0.0
1610,6338,0,1,0,0,1,3,7,1,6,111,37,39,11,35,64,7,9,13,11,7.5,0.0
1698,3335,1,0,0,0,1,2,4,1,4,436,79,114,1,74,99,7,7,22,12,7.7,0.0
1663,6560,0,1,0,0,0,2,4,0,9,135,27,45,20,42,60,33,22,9,5,22.21,0.0
155,599,0,0,1,0,1,2,4,1,8,95,29,39,15,74,106,5,5,19,4,5.84,1.0
3545,7066,0,1,0,0,0,2,2,0,9,231,28,43,12,55,120,5,7,21,4,4.82,0.0
3977,7986,0,0,0,1,1,2,7,1,5,274,47,68,6,53,78,22,14,32,3,11.41,0.0
244,946,1,0,0,0,1,0,4,0,5,246,62,69,5,95,203,44,19,17,6,13.48,1.0
985,1949,1,0,0,0,1,0,4,0,9,203,50,69,6,12,41,24,15,16,7,8.83,1.0
2011,7994,0,1,0,0,1,2,4,1,8,255,65,80,10,18,68,68,41,38,4,17.34,0.0
3107,6197,0,0,1,0,1,0,2,1,0,145,22,40,27,54,82,13,12,20,4,21.58,0.0
3165,6317,0,0,0,0,1,0,4,0,2,234,81,81,3,36,47,12,9,21,3,10.42,1.0
1744,6927,0,1,0,0,1,2,5,0,9,157,19,46,22,81,86,12,7,19,6,11.99,1.0
981,1945,0,0,0,0,1,0,4,0,9,125,25,29,16,48,77,6,5,10,3,4.55,1.0
3528,7033,0,0,0,1,1,2,4,0,8,104,24,49,24,19,55,4,3,25,5,4.04,0.0
3262,6502,0,0,1,0,1,5,4,1,4,201,32,43,8,28,66,18,24,38,6,14.64,0.0
1475,5819,0,0,0,0,1,2,4,0,8,133,27,43,18,28,54,11,5,35,5,5.3,0.0
3442,6866,0,1,0,0,1,2,2,0,8,195,40,53,4,105,176,49,29,17,3,26.31,1.0
1940,7724,0,1,0,0,1,4,4,0,8,192,22,71,27,32,100,15,8,16,4,5.37,0.0
3497,6983,1,0,0,0,1,0,4,1,8,144,29,42,17,66,100,16,18,18,3,10.66,1.0
1473,2897,0,1,0,0,1,2,4,0,9,147,54,54,2,113,184,19,18,17,7,12.35,1.0
1935,7715,0,0,0,1,1,2,3,0,9,97,19,39,25,135,464,28,25,30,3,14.99,0.0
474,1887,0,0,0,1,1,5,1,0,8,212,51,59,7,60,97,17,20,19,4,8.66,0.0
774,3072,0,0,0,0,1,4,4,1,9,144,28,44,17,19,52,3,4,15,3,3.15,0.0
1457,2861,0,0,0,1,1,2,4,0,9,147,30,37,12,95,295,23,24,21,7,12.87,0.0
1395,2733,0,1,0,0,1,2,4,1,8,156,61,61,5,88,160,23,29,14,3,28.84,1.0
264,572,1,0,0,0,1,2,2,1,8,224,37,53,7,24,49,8,4,26,7,4.93,0.0
2748,5502,0,1,0,0,0,4,6,1,3,81,18,21,39,53,94,9,11,23,6,8.51,0.0
3393,6770,0,1,0,0,1,2,4,0,9,76,31,32,25,55,97,5,3,21,4,4.49,1.0
2692,5378,1,0,0,0,1,4,4,1,8,164,39,55,13,75,99,19,9,24,9,6.25,0.0
929,1839,0,1,0,0,1,2,4,1,8,281,68,71,4,41,50,18,22,22,3,19.87,1.0
237,917,1,0,0,0,0,2,3,0,7,227,56,58,3,83,156,32,28,20,2,12.34,0.0
1721,6831,0,1,0,0,1,0,7,1,8,208,51,71,3,82,121,80,45,21,3,31.39,1.0
2400,4784,1,0,0,0,1,2,4,1,8,267,48,82,5,8,32,22,13,15,7,10.96,1.0
2178,4333,0,1,0,0,1,0,4,1,9,194,50,75,4,92,166,46,44,17,3,19.05,1.0
3806,7630,0,1,0,0,1,0,5,1,3,194,43,51,13,61,71,16,21,28,4,10.23,1.0
246,535,0,0,0,0,1,0,4,1,9,173,63,63,5,25,58,14,11,15,2,5.54,1.0
1594,3128,0,1,0,0,1,1,1,0,9,99,19,44,30,40,62,24,18,24,4,17.52,0.0
1758,3445,0,1,0,0,1,3,4,1,5,267,56,56,5,116,265,19,16,23,7,11.69,0.0
1854,7406,0,0,0,0,1,5,7,1,8,184,48,48,4,31,69,6,3,37,6,6.89,0.0
70,258,1,0,0,0,1,4,3,1,9,301,133,133,0,86,128,17,22,19,7,12.25,1.0
923,1828,0,0,0,0,1,3,4,0,9,185,45,45,11,51,78,10,14,18,8,9.49,0.0
3322,6617,1,0,0,0,1,2,5,0,7,299,85,85,1,63,220,5,5,19,3,4.0,1.0
268,577,0,0,0,1,1,0,3,1,6,231,44,58,19,56,111,5,5,14,4,6.4,1.0
669,1384,0,1,0,0,1,0,4,1,9,168,33,43,12,50,78,19,21,16,6,9.51,1.0
273,1069,0,1,0,0,1,0,2,0,1,280,31,66,10,79,131,23,15,20,16,12.88,0.0
1910,3773,0,0,0,0,0,3,4,0,3,162,25,45,20,91,202,7,4,15,6,7.82,0.0
184,735,0,1,0,0,1,3,2,1,1,260,54,62,6,81,130,26,12,19,8,11.22,0.0
1152,2286,0,0,1,0,1,3,1,0,8,183,74,74,2,29,57,19,18,23,7,10.34,0.0
935,3693,1,0,0,0,1,3,7,1,8,161,38,62,8,42,64,27,21,16,15,25.39,0.0
1790,7122,0,0,0,1,1,2,1,0,2,239,64,103,1,20,132,132,86,22,7,72.27,0.0
1427,5583,0,0,0,1,1,3,4,1,8,91,23,29,40,57,59,27,25,21,5,14.9,0.0
2696,5387,0,0,1,0,1,0,4,0,9,313,52,61,4,34,346,346,145,38,5,34.88,1.0
2591,5180,0,1,0,0,1,0,4,1,8,157,25,66,22,91,333,13,10,16,3,8.37,1.0
1469,5793,0,1,0,0,1,2,4,0,7,203,99,99,1,39,74,20,13,17,4,12.24,1.0
1781,3499,0,1,0,0,1,0,4,1,8,193,30,58,17,37,58,30,43,22,5,11.19,1.0
2413,4813,1,0,0,0,1,3,4,1,9,174,39,62,7,138,256,8,5,20,5,6.59,1.0
3013,5995,0,0,0,1,1,1,4,1,8,102,29,36,12,81,98,31,21,13,4,17.31,0.0
1255,4937,1,0,0,0,1,2,6,0,8,109,46,46,10,86,130,13,9,17,3,9.24,0.0
2307,4620,1,0,0,0,1,0,1,1,8,271,119,119,0,102,238,14,20,13,11,7.19,1.0
3822,7669,0,1,0,0,0,4,5,1,7,205,55,55,2,107,160,23,21,7,6,8.26,0.0
687,1422,0,0,0,1,1,3,2,1,4,282,68,78,8,51,68,8,4,38,8,8.64,0.0
1915,3781,0,0,0,0,1,3,4,1,8,179,41,50,12,34,53,28,23,30,5,16.38,0.0
1662,6553,0,0,0,1,1,2,5,0,8,245,61,78,5,51,97,5,2,12,3,6.48,0.0
612,1268,0,1,0,0,1,1,4,1,9,211,36,54,3,69,108,53,28,18,3,18.4,1.0
3071,6110,0,1,0,0,1,0,2,1,9,219,104,104,3,63,66,12,13,18,3,10.01,1.0
3405,6791,1,0,0,0,1,2,4,1,0,234,43,58,6,115,139,12,9,17,6,5.46,0.0
2267,4515,0,1,0,0,0,2,2,1,8,210,32,53,9,9,39,39,17,13,3,22.82,0.0
1770,7018,1,0,0,0,1,3,4,0,9,391,82,106,0,93,199,54,25,19,3,36.66,1.0
2533,5062,0,0,0,1,1,4,4,1,1,140,21,44,39,88,199,11,7,33,4,5.13,0.0
39,98,1,0,0,0,1,0,4,1,8,144,39,56,14,46,103,6,5,21,10,5.23,1.0
1898,3742,0,1,0,0,1,2,2,1,8,150,33,55,9,49,83,17,15,13,8,19.43,0.0
1649,3245,0,0,0,1,0,2,2,1,8,167,40,40,19,69,100,4,6,8,3,3.84,0.0
3471,6928,0,0,0,1,1,1,4,0,9,163,28,54,15,41,74,23,29,22,6,17.38,1.0
258,562,0,0,0,1,1,5,4,1,3,202,44,53,6,96,313,22,25,17,4,20.34,0.0
2924,5833,0,1,0,0,1,0,3,1,7,210,32,55,3,81,153,11,9,17,4,8.89,1.0
2434,4856,0,0,1,0,1,3,4,0,4,154,33,45,19,31,70,18,17,23,6,15.37,0.0
847,1688,0,0,0,0,1,1,4,0,9,228,58,67,4,44,70,23,23,18,7,14.43,1.0
2822,5651,0,0,1,0,1,2,4,0,8,269,90,90,0,65,91,16,13,18,4,8.95,1.0
418,1661,0,0,1,0,1,1,4,0,9,145,36,42,14,113,246,14,14,23,7,11.68,1.0
1101,4353,0,0,0,1,1,0,4,0,8,139,31,53,17,34,61,17,21,20,8,14.19,1.0
3954,7953,0,0,0,0,1,5,4,0,9,190,46,46,11,54,83,18,15,10,3,9.25,0.0
3641,7265,0,0,0,1,1,5,4,1,0,258,42,68,2,94,152,23,20,18,6,14.66,0.0
1233,2431,0,1,0,0,1,2,4,1,9,234,32,49,7,22,61,40,61,24,4,33.25,1.0
1127,2235,0,1,0,0,1,0,2,0,9,114,16,19,38,52,79,8,6,19,6,4.61,1.0
3489,6961,0,0,0,0,1,0,4,0,9,82,48,48,29,49,90,14,13,19,3,7.1,1.0
1967,3884,0,0,0,1,0,0,2,1,8,153,19,43,47,29,55,27,45,21,5,23.05,0.0
558,1164,0,1,0,0,1,1,5,0,9,112,22,39,28,93,237,103,56,21,6,25.95,1.0
904,1792,0,1,0,0,1,2,4,1,0,214,96,96,2,105,312,22,19,15,4,23.38,0.0
2614,5229,0,1,0,0,1,1,4,0,8,274,113,118,0,101,324,5,6,15,4,8.32,1.0
484,1014,0,0,0,0,1,2,3,1,8,218,55,70,2,71,76,28,18,14,3,14.11,0.0
2211,4408,0,0,0,0,1,0,4,0,8,243,77,77,2,105,122,34,26,18,9,13.64,1.0
1320,2601,0,0,0,0,1,3,3,0,5,134,23,47,31,54,77,22,25,10,9,13.66,0.0
3332,6644,0,0,1,0,1,0,5,1,8,134,39,40,20,70,122,18,10,17,5,14.01,0.0
2555,5105,0,1,0,0,1,2,1,1,9,185,25,60,22,30,82,8,6,33,9,6.63,0.0
7,19,1,0,0,0,1,0,4,1,1,278,79,83,0,87,89,29,16,16,6,8.14,1.0
2315,4635,1,0,0,0,1,2,4,1,8,106,29,45,26,95,182,7,8,18,4,7.55,1.0
1095,4318,0,1,0,0,1,0,6,1,9,247,48,82,0,26,54,51,38,18,5,12.93,1.0
401,1585,0,1,0,0,1,2,4,0,8,112,29,29,33,61,118,15,7,18,10,17.31,1.0
332,1270,0,0,0,0,1,3,7,1,6,129,24,35,18,70,101,25,38,9,5,13.89,0.0
1358,5357,0,1,0,0,1,0,4,0,5,199,64,65,0,109,382,36,39,16,8,14.69,1.0
1450,2844,0,1,0,0,1,1,4,0,8,155,30,33,27,39,64,7,5,21,6,8.99,1.0
1201,2383,1,0,0,0,1,3,4,1,8,243,86,86,0,55,77,27,32,11,6,24.25,1.0
2426,4839,0,1,0,0,1,0,7,0,9,287,48,105,2,21,55,55,26,20,3,19.3,1.0
2648,5301,0,0,0,1,1,3,7,0,8,122,28,45,17,109,277,41,46,23,16,21.05,0.0
1814,3568,0,0,1,0,1,2,6,1,9,132,75,75,1,46,70,9,9,15,6,5.65,0.0
2726,5449,0,0,1,0,0,4,4,1,0,127,26,50,22,42,59,4,2,19,9,4.4,0.0
