Id ,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
2249,-119.81,36.81,33.0,3972.0,594.0,1324.0,561.0,5.4513,INLAND,143300.0
5479,-118.45,34.0,48.0,1923.0,408.0,1142.0,433.0,4.575,<1H OCEAN,326700.0
19976,-118.37,36.19,10.0,443.0,111.0,48.0,21.0,3.125,INLAND,71300.0
19643,-120.82,37.54,20.0,707.0,114.0,282.0,86.0,6.1324,INLAND,164800.0
16200,-121.27,37.95,52.0,1318.0,308.0,1368.0,310.0,1.8261,INLAND,54600.0
1718,-122.34,37.99,42.0,1531.0,326.0,1271.0,377.0,2.6167,NEAR BAY,85100.0
18437,-121.87,37.25,4.0,2498.0,775.0,1213.0,631.0,3.7844,<1H OCEAN,183900.0
2459,-119.73,36.52,20.0,1741.0,331.0,1466.0,289.0,2.5921,INLAND,94200.0
6793,-118.14,34.09,28.0,4164.0,1127.0,2934.0,1014.0,2.7483,<1H OCEAN,218800.0
18429,-121.86,37.26,16.0,2814.0,485.0,1305.0,465.0,5.5121,<1H OCEAN,224100.0
20351,-119.05,34.21,27.0,4357.0,926.0,2110.0,876.0,3.0119,<1H OCEAN,218200.0
16948,-122.34,37.53,27.0,3339.0,481.0,1354.0,458.0,7.3081,NEAR OCEAN,464600.0
3338,-122.55,38.81,7.0,3639.0,637.0,1027.0,421.0,3.8831,INLAND,132100.0
13344,-117.64,34.05,32.0,1129.0,251.0,1378.0,268.0,3.0057,INLAND,96900.0
18728,-122.37,40.55,26.0,1435.0,234.0,544.0,232.0,2.6705,INLAND,136700.0
19155,-122.71,38.37,16.0,2355.0,345.0,1014.0,348.0,5.6018,<1H OCEAN,253000.0
12740,-121.35,38.61,25.0,4916.0,1243.0,2140.0,1136.0,2.5511,INLAND,134100.0
6621,-118.12,34.17,52.0,1835.0,330.0,777.0,317.0,3.7159,INLAND,315400.0
19105,-122.65,38.27,9.0,4764.0,816.0,2077.0,755.0,5.1391,<1H OCEAN,234500.0
14992,-117.03,32.72,,886.0,176.0,505.0,188.0,3.5938,NEAR OCEAN,125400.0
7470,-118.21,33.94,34.0,892.0,318.0,1443.0,341.0,2.1903,<1H OCEAN,162500.0
3691,-118.35,34.22,41.0,1560.0,374.0,,389.0,3.025,<1H OCEAN,154300.0
5767,-118.29,34.16,35.0,1257.0,318.0,764.0,319.0,3.2083,<1H OCEAN,238000.0
4395,-118.28,34.08,52.0,2465.0,773.0,2328.0,746.0,2.6178,<1H OCEAN,203100.0
6205,-117.88,34.06,23.0,6689.0,1124.0,,1047.0,5.9254,<1H OCEAN,491200.0
2903,-119.02,35.39,52.0,191.0,52.0,106.0,49.0,2.0455,INLAND,72500.0
1839,-122.29,37.92,36.0,1450.0,235.0,568.0,234.0,6.0,NEAR BAY,311400.0
17273,-119.7,34.41,19.0,1215.0,360.0,1349.0,423.0,2.6607,NEAR OCEAN,226500.0
18566,-121.74,36.92,14.0,3355.0,695.0,1350.0,697.0,2.6506,<1H OCEAN,164600.0
14268,-117.11,32.69,39.0,395.0,159.0,620.0,162.0,2.725,NEAR OCEAN,86500.0
11263,-117.99,33.79,35.0,2301.0,467.0,2272.0,454.0,3.9566,<1H OCEAN,167800.0
6758,-118.12,34.11,48.0,2124.0,319.0,785.0,319.0,5.2131,<1H OCEAN,359600.0
14968,-117.01,32.75,26.0,4038.0,706.0,2065.0,687.0,3.9545,<1H OCEAN,178100.0
12034,-117.46,33.94,35.0,1566.0,294.0,1056.0,279.0,3.5227,INLAND,105400.0
9423,-122.71,37.88,21.0,2845.0,552.0,599.0,250.0,4.3125,NEAR OCEAN,495800.0
620,-122.16,37.73,49.0,1699.0,408.0,768.0,385.0,2.8301,NEAR BAY,171600.0
1656,-121.93,37.89,13.0,2085.0,292.0,852.0,264.0,7.3445,INLAND,366700.0
2628,-124.14,40.67,23.0,580.0,117.0,320.0,109.0,4.2054,NEAR OCEAN,130600.0
18111,-122.03,37.3,30.0,3007.0,554.0,1551.0,616.0,5.8521,<1H OCEAN,326300.0
18257,-122.08,37.38,33.0,2771.0,659.0,1496.0,581.0,3.4042,NEAR BAY,353600.0
11661,-118.02,33.81,34.0,3482.0,614.0,2227.0,641.0,5.1155,<1H OCEAN,200900.0
1999,-119.77,36.74,20.0,1855.0,519.0,1091.0,443.0,1.5547,INLAND,93900.0
8649,-118.39,33.86,34.0,2361.0,442.0,915.0,437.0,5.687,<1H OCEAN,392400.0
3881,-118.51,34.22,36.0,1493.0,285.0,766.0,272.0,4.8646,<1H OCEAN,213200.0
11901,-117.36,33.92,7.0,9376.0,1181.0,3570.0,1107.0,8.5326,INLAND,315200.0
4215,-118.27,34.13,46.0,1613.0,396.0,966.0,416.0,2.9392,<1H OCEAN,230300.0
18915,-122.23,38.15,33.0,1253.0,238.0,753.0,236.0,1.756,NEAR BAY,86400.0
8883,-118.5,34.03,52.0,1506.0,208.0,547.0,186.0,7.8705,<1H OCEAN,500001.0
7224,-118.15,34.02,42.0,2729.0,725.0,3004.0,722.0,2.3438,<1H OCEAN,154300.0
1723,-122.36,37.96,31.0,1157.0,276.0,956.0,232.0,1.5347,NEAR BAY,80400.0
5747,-118.27,34.17,48.0,1560.0,280.0,825.0,269.0,5.5118,<1H OCEAN,354700.0
6104,-117.89,34.12,35.0,1447.0,272.0,1224.0,268.0,3.9934,<1H OCEAN,141900.0
18993,-122.07,38.41,17.0,3053.0,595.0,1434.0,557.0,3.4741,INLAND,245800.0
2407,-119.43,36.61,19.0,1484.0,296.0,1296.0,298.0,2.4219,INLAND,65800.0
10080,-120.24,39.35,8.0,4195.0,725.0,291.0,115.0,3.4792,INLAND,180800.0
3465,-118.46,34.31,24.0,2920.0,601.0,1460.0,598.0,4.2708,<1H OCEAN,218200.0
13850,-117.32,34.51,16.0,3072.0,612.0,1283.0,604.0,2.8929,INLAND,115600.0
20382,-118.85,34.14,16.0,4109.0,543.0,1409.0,560.0,8.1064,<1H OCEAN,423400.0
17897,-121.93,37.35,36.0,1823.0,410.0,1589.0,387.0,3.1065,<1H OCEAN,234100.0
18921,-122.18,38.07,10.0,4976.0,849.0,2089.0,803.0,5.3288,NEAR BAY,201800.0
443,-122.28,37.87,52.0,589.0,132.0,288.0,131.0,3.5156,NEAR BAY,200000.0
12050,-117.58,33.89,14.0,1731.0,404.0,1269.0,351.0,2.3654,INLAND,107900.0
17226,-119.73,34.45,44.0,2261.0,328.0,763.0,294.0,6.7449,<1H OCEAN,415600.0
376,-122.16,37.75,40.0,1227.0,294.0,928.0,261.0,1.8235,NEAR BAY,95200.0
825,-122.08,37.63,35.0,517.0,108.0,391.0,107.0,4.0682,NEAR BAY,156900.0
704,-122.05,37.63,5.0,3785.0,936.0,2240.0,792.0,3.2829,NEAR BAY,162500.0
10528,-117.71,33.54,15.0,2460.0,368.0,962.0,320.0,7.3878,<1H OCEAN,318300.0
16487,-121.09,38.19,23.0,762.0,140.0,358.0,141.0,2.4545,INLAND,105000.0
2655,-124.35,40.54,52.0,1820.0,300.0,806.0,270.0,3.0147,NEAR OCEAN,94600.0
11153,-117.97,33.84,18.0,1063.0,209.0,462.0,223.0,2.8348,<1H OCEAN,219000.0
18799,-121.89,40.97,26.0,1183.0,276.0,513.0,206.0,2.225,INLAND,52000.0
11550,-117.98,33.75,24.0,3865.0,802.0,2670.0,772.0,3.8158,<1H OCEAN,180000.0
3442,-118.4,34.25,13.0,1872.0,497.0,1927.0,432.0,2.2019,<1H OCEAN,134200.0
14577,-117.2,32.82,35.0,1217.0,220.0,643.0,237.0,3.9464,NEAR OCEAN,171600.0
6820,-118.09,34.08,34.0,1513.0,384.0,986.0,336.0,2.6901,<1H OCEAN,235600.0
10732,-117.87,33.6,33.0,3120.0,602.0,1155.0,553.0,5.2949,<1H OCEAN,500001.0
9313,-122.51,37.98,37.0,4801.0,699.0,1830.0,679.0,6.0762,NEAR BAY,487800.0
13574,-117.29,34.14,48.0,1717.0,307.0,610.0,267.0,3.125,INLAND,97600.0
2337,-119.67,36.83,4.0,2145.0,334.0,1024.0,308.0,5.0864,INLAND,113700.0
16117,-122.54,37.74,42.0,2006.0,415.0,1230.0,435.0,4.1786,NEAR OCEAN,271100.0
4872,-118.27,34.02,39.0,2004.0,633.0,3050.0,621.0,1.875,<1H OCEAN,127300.0
3066,-119.25,35.78,27.0,1513.0,342.0,1346.0,323.0,2.7411,INLAND,59800.0
11592,-118.04,33.78,26.0,3642.0,557.0,1623.0,569.0,5.8426,<1H OCEAN,259400.0
17440,-120.44,34.66,22.0,3231.0,549.0,1739.0,581.0,4.5417,NEAR OCEAN,142400.0
16490,-120.97,38.0,27.0,1683.0,288.0,,258.0,4.7069,INLAND,176900.0
3909,-118.52,34.2,37.0,1795.0,346.0,1082.0,354.0,4.9102,<1H OCEAN,207200.0
20312,-119.17,34.19,28.0,1444.0,508.0,2145.0,437.0,1.6964,NEAR OCEAN,175000.0
15178,-117.08,33.03,15.0,3023.0,623.0,1283.0,559.0,3.3724,<1H OCEAN,137900.0
12218,-117.23,33.57,6.0,13724.0,2269.0,5860.0,1986.0,3.9617,<1H OCEAN,183000.0
703,-122.04,37.63,21.0,1307.0,236.0,586.0,249.0,4.7813,NEAR BAY,241900.0
5172,-118.28,33.95,,835.0,208.0,707.0,192.0,1.4103,<1H OCEAN,86200.0
1934,-121.02,38.66,4.0,7392.0,1155.0,3096.0,1065.0,4.5246,INLAND,198900.0
4694,-118.37,34.07,52.0,2195.0,435.0,884.0,432.0,5.24,<1H OCEAN,486400.0
13229,-117.66,34.15,25.0,3430.0,485.0,1284.0,438.0,8.5282,INLAND,360100.0
5526,-118.41,33.97,37.0,1629.0,275.0,668.0,266.0,6.1333,<1H OCEAN,387200.0
16488,-121.19,38.13,27.0,2400.0,435.0,1085.0,444.0,3.7687,INLAND,165200.0
8031,-118.13,33.84,46.0,2439.0,429.0,944.0,374.0,4.2841,<1H OCEAN,312400.0
2804,-119.03,35.45,,3520.0,604.0,1748.0,582.0,4.3162,INLAND,87100.0
8272,-118.16,33.77,38.0,3235.0,769.0,1284.0,752.0,2.9384,NEAR OCEAN,304100.0
13339,-117.66,34.03,14.0,2137.0,345.0,1151.0,352.0,5.752999999999999,INLAND,185500.0
8653,-118.4,33.85,29.0,2085.0,533.0,919.0,489.0,5.6017,<1H OCEAN,430000.0
14857,-117.08,32.64,43.0,1005.0,230.0,548.0,252.0,1.8672,NEAR OCEAN,145800.0
17322,-120.14,34.59,9.0,2536.0,499.0,832.0,385.0,2.5743,NEAR OCEAN,309800.0
11247,-118.0,33.81,13.0,2782.0,605.0,1749.0,628.0,4.1276,<1H OCEAN,153800.0
15958,-122.46,37.71,47.0,1527.0,283.0,1102.0,282.0,4.0,NEAR OCEAN,231600.0
4129,-118.19,34.14,47.0,2525.0,523.0,1514.0,498.0,4.3359,<1H OCEAN,209200.0
1049,-120.62,38.39,15.0,3750.0,691.0,1444.0,603.0,2.7399,INLAND,134800.0
8667,-118.39,33.83,32.0,2075.0,539.0,954.0,519.0,5.6370000000000005,NEAR OCEAN,500001.0
11233,-117.96,33.82,32.0,2726.0,556.0,1513.0,531.0,3.7917,<1H OCEAN,197400.0
9672,-119.08,37.78,17.0,1631.0,335.0,285.0,128.0,2.7656,INLAND,130000.0
15410,-117.24,33.21,9.0,2486.0,626.0,1938.0,525.0,2.1293,<1H OCEAN,151400.0
15984,-122.47,37.76,49.0,2842.0,670.0,1396.0,648.0,3.2679,NEAR BAY,345700.0
16435,-121.26,38.09,35.0,930.0,186.0,525.0,201.0,2.0625,INLAND,155000.0
14290,-117.13,32.73,52.0,1148.0,214.0,481.0,215.0,5.454,NEAR OCEAN,240900.0
4617,-118.3,34.07,26.0,2107.0,757.0,2660.0,740.0,2.3375,<1H OCEAN,282300.0
9922,-122.32,38.32,22.0,2483.0,528.0,1478.0,492.0,4.0878,NEAR BAY,164400.0
908,-122.0,37.54,29.0,4133.0,744.0,,749.0,5.1616,<1H OCEAN,275100.0
14514,-117.15,32.9,12.0,1681.0,381.0,1050.0,362.0,4.2008,<1H OCEAN,176100.0
2293,-119.77,36.8,24.0,3748.0,770.0,1827.0,719.0,2.7222,INLAND,83100.0
9392,-122.54,37.91,48.0,2924.0,489.0,1159.0,505.0,5.6302,NEAR BAY,489000.0
7273,-118.24,33.99,,312.0,89.0,498.0,87.0,2.4107,<1H OCEAN,96400.0
5651,-118.29,33.73,43.0,1854.0,519.0,1151.0,486.0,2.5759,NEAR OCEAN,225000.0
16286,-121.29,37.92,12.0,1096.0,240.0,1175.0,278.0,3.1053,INLAND,73100.0
20001,-119.27,36.05,29.0,1016.0,174.0,481.0,140.0,2.2917,INLAND,112500.0
4121,-118.19,34.14,38.0,1826.0,300.0,793.0,297.0,5.2962,<1H OCEAN,291500.0
18491,-121.58,37.03,16.0,3120.0,685.0,2383.0,681.0,3.5551,INLAND,198600.0
8303,-118.12,33.76,43.0,3070.0,668.0,1240.0,646.0,3.7813,NEAR OCEAN,461500.0
18812,-121.41,40.82,16.0,2668.0,516.0,,362.0,2.3393,INLAND,90300.0
7229,-118.16,34.02,44.0,1218.0,374.0,1175.0,342.0,1.9688,<1H OCEAN,173900.0
1701,-122.3,37.97,30.0,4030.0,772.0,1777.0,718.0,3.6393,NEAR BAY,184000.0
5879,-118.35,34.16,49.0,1305.0,228.0,584.0,255.0,5.636,<1H OCEAN,267900.0
13590,-117.29,34.11,48.0,1498.0,448.0,1586.0,455.0,1.1687,INLAND,70800.0
20174,-119.17,34.31,21.0,259.0,38.0,142.0,45.0,5.2681,NEAR OCEAN,500001.0
15598,-116.35,32.74,16.0,2595.0,606.0,1046.0,367.0,1.7137,INLAND,110700.0
978,-121.87,37.57,13.0,5519.0,833.0,2444.0,825.0,7.0691,<1H OCEAN,393200.0
12463,-121.42,38.57,38.0,1878.0,338.0,710.0,342.0,3.7731,INLAND,161400.0
15256,-117.26,33.04,16.0,3109.0,450.0,1433.0,453.0,6.6319,NEAR OCEAN,269600.0
15668,-122.44,37.8,52.0,3257.0,735.0,1045.0,620.0,4.5523,NEAR BAY,500001.0
7730,-118.13,33.92,36.0,984.0,183.0,615.0,206.0,4.1786,<1H OCEAN,201500.0
7570,-118.21,33.89,42.0,1254.0,225.0,929.0,235.0,4.3646,<1H OCEAN,116200.0
6194,-117.9,34.08,32.0,2068.0,356.0,976.0,370.0,5.2120000000000015,<1H OCEAN,201200.0
14057,-117.13,32.75,50.0,1476.0,354.0,698.0,354.0,3.0,NEAR OCEAN,168800.0
10392,-117.66,33.57,16.0,2483.0,443.0,1357.0,400.0,5.5545,<1H OCEAN,214200.0
4960,-118.3,34.0,52.0,1743.0,421.0,1206.0,384.0,1.6875,<1H OCEAN,116000.0
9405,-122.53,37.87,20.0,1814.0,282.0,658.0,253.0,7.9977,NEAR BAY,400000.0
20038,-119.0,36.05,,3208.0,691.0,1986.0,662.0,1.5506,INLAND,52300.0
4364,-118.26,34.1,48.0,2566.0,571.0,1421.0,563.0,3.6579,<1H OCEAN,318600.0
17782,-121.83,37.37,43.0,821.0,149.0,370.0,135.0,4.25,<1H OCEAN,209100.0
18307,-122.11,37.42,32.0,3058.0,595.0,1267.0,540.0,6.4949,NEAR BAY,417800.0
9905,-122.27,38.31,44.0,3030.0,589.0,1373.0,582.0,2.9054,NEAR BAY,155200.0
11806,-121.14,38.92,16.0,2069.0,312.0,889.0,299.0,4.6771,INLAND,212000.0
7699,-118.12,33.96,36.0,1426.0,235.0,698.0,240.0,4.8523,<1H OCEAN,267300.0
16952,-122.33,37.53,25.0,1729.0,383.0,769.0,352.0,4.0417,NEAR OCEAN,458500.0
10037,-121.02,39.23,16.0,1427.0,319.0,642.0,333.0,1.4241,INLAND,125000.0
13922,-114.94,34.55,20.0,350.0,95.0,119.0,58.0,1.625,INLAND,50000.0
10981,-117.84,33.76,26.0,2110.0,409.0,1146.0,407.0,4.3698,<1H OCEAN,229600.0
12794,-121.46,38.64,20.0,1517.0,323.0,1287.0,328.0,1.6607,INLAND,67000.0
14144,-117.08,32.74,33.0,3260.0,673.0,1784.0,666.0,3.5078,NEAR OCEAN,126500.0
2416,-119.45,36.6,36.0,2294.0,489.0,1430.0,454.0,1.8975,INLAND,60900.0
14111,-117.1,32.74,14.0,2361.0,601.0,1831.0,526.0,1.6102,NEAR OCEAN,93400.0
1614,-122.09,37.86,27.0,5484.0,760.0,2212.0,770.0,7.6202,NEAR BAY,402600.0
18747,-122.33,40.52,23.0,2801.0,507.0,1318.0,454.0,3.5081,INLAND,116700.0
2366,-119.57,36.72,11.0,2510.0,460.0,1248.0,445.0,3.6161,INLAND,99500.0
8854,-118.41,34.07,52.0,1202.0,142.0,408.0,138.0,15.0001,<1H OCEAN,500001.0
13892,-116.27,34.13,37.0,452.0,109.0,184.0,59.0,3.7292,INLAND,65800.0
4786,-118.32,34.03,47.0,1734.0,453.0,1272.0,438.0,3.1731,<1H OCEAN,121500.0
3996,-118.59,34.18,7.0,11853.0,2691.0,4404.0,2447.0,4.2009,<1H OCEAN,271300.0
7074,-117.98,33.94,32.0,2562.0,491.0,1222.0,446.0,4.0985,<1H OCEAN,226200.0
7540,-118.22,33.91,28.0,1847.0,500.0,2263.0,473.0,1.5161,<1H OCEAN,103200.0
3679,-118.38,34.21,33.0,1981.0,484.0,1665.0,466.0,3.0833,<1H OCEAN,179100.0
18038,-121.93,37.22,21.0,4872.0,594.0,1811.0,560.0,9.3834,<1H OCEAN,500001.0
15642,-122.42,37.8,52.0,1777.0,486.0,932.0,427.0,3.3643,NEAR BAY,420000.0
10887,-117.89,33.7,13.0,1857.0,572.0,,525.0,3.2386,<1H OCEAN,129200.0
19469,-120.99,37.68,28.0,3269.0,647.0,1595.0,617.0,2.2336,INLAND,112700.0
11191,-117.94,33.82,24.0,4735.0,955.0,2600.0,868.0,5.0764,<1H OCEAN,228600.0
17730,-121.76,37.33,5.0,4153.0,719.0,2435.0,697.0,5.6306,<1H OCEAN,286200.0
15074,-117.0,32.8,,1816.0,325.0,768.0,316.0,4.5662,<1H OCEAN,150300.0
15613,-116.79,32.61,19.0,2652.0,520.0,1421.0,491.0,3.5227,<1H OCEAN,206100.0
8408,-118.35,33.93,35.0,1050.0,252.0,918.0,236.0,1.7344,<1H OCEAN,146900.0
17820,-121.9,37.37,20.0,78.0,72.0,120.0,69.0,1.0938,<1H OCEAN,187500.0
4970,-118.28,34.01,52.0,795.0,308.0,1118.0,275.0,1.2175,<1H OCEAN,131300.0
5531,-118.41,33.97,44.0,2789.0,503.0,,474.0,4.6176,<1H OCEAN,352300.0
6101,-117.88,34.12,35.0,1574.0,276.0,1088.0,289.0,4.0938,<1H OCEAN,165300.0
6395,-118.06,34.14,40.0,2662.0,379.0,1151.0,387.0,8.4889,INLAND,500001.0
9345,-122.57,37.98,49.0,2860.0,552.0,1178.0,522.0,4.625,NEAR BAY,355000.0
5608,-118.3,33.8,8.0,1115.0,412.0,1472.0,396.0,3.1392,<1H OCEAN,146200.0
16904,-122.35,37.58,30.0,5039.0,1564.0,2129.0,1536.0,3.3469,NEAR OCEAN,345000.0
8093,-118.21,33.82,45.0,455.0,92.0,394.0,89.0,4.9562,NEAR OCEAN,165700.0
17666,-121.87,37.32,36.0,1471.0,360.0,1182.0,326.0,2.7031,<1H OCEAN,175800.0
4878,-118.24,34.03,52.0,142.0,47.0,137.0,45.0,1.8333,<1H OCEAN,312500.0
3804,-118.44,34.2,28.0,1732.0,435.0,1198.0,417.0,2.9219,<1H OCEAN,241300.0
17319,-120.12,34.6,10.0,2426.0,426.0,966.0,419.0,5.5106,NEAR OCEAN,290900.0
6486,-118.03,34.08,32.0,1780.0,484.0,1732.0,454.0,2.4464,INLAND,169600.0
11866,-121.08,40.19,11.0,919.0,199.0,69.0,43.0,1.6944,INLAND,137500.0
16090,-122.48,37.72,45.0,1405.0,338.0,733.0,342.0,4.1116,NEAR OCEAN,187500.0
7663,-118.22,33.83,43.0,1426.0,272.0,871.0,276.0,3.7083,<1H OCEAN,175200.0
20209,-119.21,34.28,27.0,2219.0,312.0,937.0,315.0,5.7601,NEAR OCEAN,281100.0
15673,-122.44,37.8,52.0,2865.0,593.0,1029.0,577.0,5.2539,NEAR BAY,500001.0
13421,-117.49,34.04,4.0,6034.0,1170.0,3527.0,1098.0,4.1775,INLAND,143700.0
7546,-118.2,33.92,36.0,414.0,104.0,477.0,130.0,3.6719,<1H OCEAN,130400.0
10911,-117.86,33.73,23.0,407.0,108.0,647.0,96.0,3.775,<1H OCEAN,177400.0
19014,-121.98,38.36,30.0,140.0,35.0,103.0,35.0,4.163,INLAND,112500.0
12650,-121.47,38.52,42.0,2316.0,515.0,1597.0,522.0,1.8205,INLAND,60400.0
12041,-117.49,33.9,7.0,10235.0,2238.0,5271.0,2094.0,3.6071,INLAND,159100.0
9948,-122.33,38.21,33.0,2017.0,370.0,949.0,342.0,4.625,NEAR BAY,228600.0
11681,-118.0,33.84,29.0,2641.0,637.0,2413.0,619.0,2.8169,<1H OCEAN,165100.0
9357,-122.54,37.96,,2534.0,495.0,996.0,449.0,4.3083,NEAR BAY,500001.0
2340,-119.67,36.81,4.0,1262.0,216.0,622.0,199.0,4.9432,INLAND,114400.0
2913,-119.07,35.36,19.0,5254.0,894.0,2155.0,831.0,4.6705,INLAND,110700.0
7004,-118.05,33.97,36.0,2854.0,688.0,2816.0,673.0,3.6,<1H OCEAN,154000.0
13292,-117.66,34.08,36.0,1485.0,236.0,623.0,261.0,3.3036,INLAND,141000.0
16268,-121.24,37.96,29.0,874.0,217.0,788.0,222.0,1.9187,INLAND,57700.0
7207,-118.18,34.02,43.0,887.0,219.0,965.0,217.0,2.625,<1H OCEAN,133900.0
9453,-123.24,39.81,25.0,1435.0,304.0,746.0,259.0,1.7788,INLAND,57900.0
19099,-122.62,38.25,33.0,1453.0,250.0,677.0,237.0,4.0962,<1H OCEAN,170200.0
2477,-120.1,36.16,17.0,598.0,160.0,715.0,146.0,2.3295,INLAND,55000.0
8674,-118.31,33.88,33.0,2147.0,505.0,1371.0,498.0,2.4219,<1H OCEAN,260700.0
15992,-122.47,37.75,49.0,2747.0,472.0,1281.0,448.0,5.482,NEAR BAY,366300.0
12780,-121.43,38.65,18.0,909.0,198.0,661.0,176.0,3.1696,INLAND,77400.0
17755,-121.81,37.35,,3477.0,671.0,2990.0,648.0,4.4671,<1H OCEAN,172600.0
4558,-118.25,34.06,12.0,4011.0,1438.0,1673.0,1088.0,5.3081,<1H OCEAN,287500.0
13198,-117.69,34.06,29.0,873.0,226.0,649.0,198.0,2.7986,INLAND,114400.0
7904,-118.06,33.85,16.0,4851.0,726.0,2527.0,704.0,6.0142,<1H OCEAN,437400.0
16078,-122.49,37.73,48.0,1190.0,182.0,497.0,199.0,6.2642,NEAR OCEAN,438500.0
18191,-122.01,37.37,25.0,2213.0,360.0,1066.0,390.0,7.2165,<1H OCEAN,360900.0
9745,-121.7,36.67,37.0,641.0,129.0,458.0,142.0,3.3456,<1H OCEAN,252600.0
11734,-121.06,38.91,18.0,6501.0,1416.0,2954.0,1373.0,2.5373,INLAND,143000.0
7039,-118.09,33.95,32.0,1083.0,206.0,737.0,218.0,3.5583,<1H OCEAN,170800.0
10527,-117.71,33.54,,4907.0,577.0,1883.0,556.0,10.4415,<1H OCEAN,453800.0
6021,-117.76,34.06,30.0,1700.0,504.0,1719.0,459.0,2.227,INLAND,91900.0
1126,-121.6,39.77,,2263.0,497.0,1138.0,455.0,2.3403,INLAND,87300.0
16027,-122.45,37.73,52.0,1350.0,241.0,752.0,246.0,3.2448,NEAR BAY,266200.0
7308,-118.19,33.99,35.0,1172.0,436.0,1741.0,408.0,2.4596,<1H OCEAN,154700.0
20255,-119.17,34.22,29.0,4188.0,816.0,2783.0,790.0,4.1949,NEAR OCEAN,197100.0
6634,-118.16,34.16,52.0,1576.0,239.0,696.0,249.0,6.07,<1H OCEAN,261800.0
16881,-122.4,37.59,22.0,2754.0,477.0,1163.0,479.0,6.2306,NEAR OCEAN,500001.0
12354,-116.49,33.8,13.0,8789.0,1875.0,1274.0,688.0,3.7396,INLAND,148900.0
18496,-121.56,37.0,20.0,3976.0,953.0,3866.0,950.0,2.5387,INLAND,160100.0
1669,-122.23,38.06,52.0,1350.0,266.0,490.0,257.0,3.125,NEAR BAY,171100.0
11836,-120.98,39.08,20.0,4570.0,906.0,2125.0,815.0,3.0403,INLAND,148000.0
8936,-118.47,34.02,41.0,2136.0,549.0,986.0,557.0,2.7254,<1H OCEAN,444400.0
8176,-118.09,33.81,36.0,1371.0,250.0,666.0,257.0,5.0795,<1H OCEAN,243300.0
12367,-116.43,33.81,8.0,6710.0,1343.0,,781.0,3.5223,INLAND,115100.0
17893,-121.92,37.36,42.0,198.0,32.0,158.0,32.0,3.1563,<1H OCEAN,137500.0
12395,-116.33,33.72,11.0,12327.0,2000.0,2450.0,1139.0,7.4382,INLAND,353100.0
3898,-118.51,34.2,37.0,2066.0,434.0,1031.0,414.0,4.0924,<1H OCEAN,188400.0
6744,-118.07,34.12,43.0,1554.0,287.0,802.0,277.0,4.2312,INLAND,272600.0
7919,-118.07,33.86,31.0,2943.0,518.0,1703.0,472.0,3.7091,<1H OCEAN,225900.0
6156,-117.95,34.09,18.0,1179.0,324.0,1296.0,331.0,2.8510000000000004,<1H OCEAN,140600.0
3312,-122.7,38.97,17.0,2554.0,540.0,723.0,319.0,3.2375,INLAND,114200.0
479,-122.28,37.86,52.0,3007.0,691.0,1582.0,636.0,2.5652,NEAR BAY,157700.0
1596,-122.1,37.89,21.0,3282.0,653.0,1398.0,601.0,5.2079,NEAR BAY,310300.0
15807,-122.44,37.76,52.0,2110.0,454.0,816.0,438.0,3.9079,NEAR BAY,370000.0
9541,-120.74,37.33,30.0,2390.0,470.0,1409.0,428.0,2.1484,INLAND,81300.0
8473,-118.32,33.91,35.0,881.0,159.0,605.0,170.0,3.6654,<1H OCEAN,184500.0
11008,-117.78,33.78,6.0,9792.0,1283.0,3744.0,1179.0,10.1714,<1H OCEAN,481500.0
15201,-117.11,32.91,15.0,1840.0,235.0,855.0,241.0,7.5992,<1H OCEAN,310600.0
14227,-117.04,32.68,13.0,2132.0,425.0,1345.0,432.0,4.0,NEAR OCEAN,89300.0
5715,-118.23,34.2,51.0,1477.0,280.0,750.0,295.0,5.3925,<1H OCEAN,317900.0
1786,-122.35,37.93,19.0,1334.0,366.0,1048.0,316.0,1.7865,NEAR BAY,88000.0
8845,-118.39,34.08,28.0,833.0,230.0,349.0,210.0,3.067,<1H OCEAN,375000.0
20427,-118.8,34.19,4.0,15572.0,2222.0,5495.0,2152.0,8.6499,<1H OCEAN,500001.0
12509,-121.45,38.56,52.0,3420.0,555.0,1301.0,530.0,4.0417,INLAND,173800.0
15794,-122.42,37.77,52.0,2185.0,656.0,1266.0,626.0,2.7794,NEAR BAY,350000.0
16987,-122.26,37.55,17.0,1321.0,425.0,683.0,408.0,4.7045,NEAR BAY,500001.0
8040,-118.15,33.84,37.0,1508.0,252.0,635.0,241.0,3.75,<1H OCEAN,221300.0
11665,-118.03,33.85,23.0,5495.0,1141.0,2873.0,1004.0,3.9156,<1H OCEAN,224100.0
883,-121.97,37.56,13.0,8918.0,1823.0,4518.0,1772.0,4.8052,<1H OCEAN,254000.0
543,-122.28,37.78,50.0,1487.0,306.0,730.0,327.0,2.5139,NEAR BAY,219000.0
10769,-117.89,33.66,33.0,3595.0,785.0,1621.0,732.0,4.1372,<1H OCEAN,265200.0
8798,-118.42,33.78,36.0,2093.0,303.0,802.0,300.0,8.0957,NEAR OCEAN,500001.0
15931,-122.41,37.73,42.0,2604.0,573.0,1703.0,507.0,3.4231,NEAR BAY,230200.0
